Country,Year,Agri_GDP,Elec_Access,FDI_GDP,GDPC_2015,Indus_GDP,Internet_Usage,Serv_GDP
SEN,2008,14.6866270243556,49.7,2.70404739796078,1138.66883930214,22.0817260947223,7.12,53.5524725330782
SEN,2009,16.1077336169075,53.5,2.05299535843601,1142.65317233964,22.0007291744608,7.5,52.3709526949588
SEN,2010,15.945261535619,56.5,1.68778336701059,1153.53431121583,21.7761763055679,8.0,52.4270621171615
SEN,2011,12.9470610352017,56.5,1.90106996405963,1139.74447892639,23.3061329625455,9.8,53.7636944684195
SEN,2012,14.0976923523704,56.5,1.56368019565039,1154.05677992367,23.1117975253125,10.8,53.7359773167972
SEN,2013,13.7248803755401,57.0,1.64581763022307,1147.3859217191,24.294212523467,13.1,52.6932478038648
SEN,2014,13.3687650760268,61.0,2.03613121185767,1180.7987108505,23.1526032786161,17.7,53.6085329173623
SEN,2015,14.2825767344045,60.5,2.30194934655844,1218.00613555438,23.5966085082289,21.7,51.4368734328387
SEN,2016,14.4140203888971,64.5,2.48110320660753,1257.40906915928,23.3440535101312,25.6648,51.9681042834976
SEN,2017,14.9820338201197,61.7,2.80185380597297,1312.10932776049,23.2776942790053,29.6431,52.1708286457549
SEN,2018,14.9875195578847,66.0,3.6676580901097,1355.09610863712,24.0134453886227,35.3,52.1727885084918
SEN,2019,14.8962721234445,70.4,4.55247618583033,1379.60875249861,23.5728096206578,43.4,50.9547929398667
SEN,2020,16.1487794824433,64.3,7.52395708111684,1361.79143748646,23.2090411645804,53.3088,50.524794927837
SEN,2021,15.5512646222076,68.0,9.40426405095026,1414.5395109385,23.9124863648596,57.2554,50.5239032603048
SEN,2022,16.3333231968406,67.9,10.5411241953817,1433.1991875241,24.8999790711237,59.2246,49.7964440298548
SEN,2023,17.4112512141863,74.2,15.6044600024418,1458.96642332589,22.888647826957,60.6122,49.5867335830147
SGP,2004,0.0556489896262466,100.0,21.2027237505542,39856.6356222613,31.8858938554669,62.0,63.0725751287076
SGP,2005,0.0550481142142599,100.0,15.1133588478775,41798.4880834671,31.4076522049802,61.0,64.0731843759255
SGP,2006,0.0488654244516825,100.0,26.3271523046735,44159.4101820552,30.8942965496098,59.0,64.8768540490551
SGP,2007,0.0428679973714474,100.0,26.1619888768056,46178.8139470199,28.2257709638809,69.9,66.0401485014903
SGP,2008,0.0414321884664469,100.0,7.02328608228286,44601.5799302699,26.4153381596662,69.0,68.3479617553522
SGP,2009,0.0406877612701381,100.0,12.0710944143275,43331.8746638962,27.0163193688262,69.0,68.0060695233087
SGP,2010,0.0361489888834213,100.0,23.0694716770802,48752.0515441859,26.6358717243037,71.0,67.8435170825381
SGP,2011,0.0346076007512354,100.0,17.5960314065854,50713.5326393594,25.2595925808817,71.0,69.0231236262618
SGP,2012,0.033272726533169,100.0,18.7435244231802,51679.352717333,25.0222021555412,72.0,69.2086270458185
SGP,2013,0.0343752167938134,100.0,20.9344810446532,53298.9728558286,23.4427286283197,80.9021,70.7623061587241
SGP,2014,0.0345408510735362,100.0,21.8184880782679,54681.9336458253,24.1685192477514,79.0292,70.3453257931675
SGP,2015,0.0326135138026483,100.0,22.6541826890491,55645.6068614606,24.2880229055028,79.013,69.950933310914
SGP,2016,0.0315212894381262,100.0,20.3766287562495,56986.7853102911,23.2029524941107,84.4523,70.7460695193887
SGP,2017,0.0307635837552264,100.0,29.6706126230568,59485.3015873921,23.4966352857041,84.4523,70.3886178111457
SGP,2018,0.0301171482363284,100.0,22.1183772606386,61250.3476672302,25.3804206689349,88.1656,69.3585145719227
SGP,2019,0.0322521301996085,100.0,28.3315504321637,61345.5291820062,24.07072940872,88.9493,70.8020783233725
SGP,2020,0.0328172521186951,100.0,22.841082837391,59189.70385743,23.24167197361,92.0043,72.1026995251566
SGP,2021,0.0305513686655138,100.0,33.3045808694369,67731.2610711717,24.6140715989737,96.9247,70.1698277615445
SGP,2022,0.0259773163736464,100.0,29.414237864711,68218.805333562,23.84052179209,95.9539,71.6014067935171
SGP,2023,0.0288498020075513,100.0,26.2141035698283,66167.3596303607,22.1459950271664,94.2852,72.6907302698223
SLB,2004,35.5410591975308,16.3,-0.642148336511867,1664.57315979072,9.67379284707701,0.649673,37.9918338630721
SLB,2005,31.2455081849074,19.2,0.099144118861877,1755.74082446273,8.5987215506694,0.844308,45.2170056105181
SLB,2006,30.6960544230665,14.4,7.17813029275399,1796.71439810674,9.32536931430012,1.64635,46.639658133248
SLB,2007,30.8166654351873,12.9,12.3665456662597,1830.23321405807,9.98457958747137,2.0,47.7037221987613
SLB,2008,31.5381809451863,28.1,9.68358178998539,1911.18969015528,10.2651535362455,3.0,48.0696169365949
SLB,2009,30.4318172056714,21.2,6.03099456453907,1930.46287614922,11.8218587913377,4.0,48.8422797496054
SLB,2010,32.4643241866501,35.4,18.4740701129879,2058.95691648883,12.9725534512526,5.0,48.4538045268229
SLB,2011,32.8222866783226,39.1,11.2842365456827,2132.02844199392,18.6507336880232,6.0,46.104801720938
SLB,2012,33.3378663398999,42.9,2.01494633587355,2105.91423758379,18.2452798557842,6.9974,47.7061255001944
SLB,2013,33.6180256890014,44.7,4.15538562986034,2136.72116177034,15.6478383600355,8.0,50.1797057003526
SLB,2014,34.7578946941231,50.5,1.5740038730018,2085.16067273086,16.8607057072847,9.0,48.1116435751766
SLB,2015,33.2230637955979,55.1,2.46368311219347,2045.47721526649,15.5522182353588,10.0005,51.0922663280613
SLB,2016,34.4468092378433,58.2,2.70706733520786,2084.24845745225,15.5564744358205,11.0009,49.6584758368713
SLB,2017,33.2802068846606,62.9,2.91769302207799,2075.36705302305,17.6021668174714,15.1,49.3222004123643
